utterance_id,token_index,error_type,source_word,source_word_length,destination_word,destination_word_length
n000345-fn000882-836.9493-839.0103,1,substitution,mij,3,mijn,4
n000345-fn000882-849.5984-851.3746,0,insertion,<ins>,<ins>,ik,2
n000345-fn000882-849.5984-851.3746,1,insertion,<ins>,<ins>,begon,5
n000345-fn000882-849.5984-851.3746,2,substitution,gewoon,6,naar,4
n000345-fn000882-85.7819-87.3636,1,substitution,grook,5,kou,3
n000345-fn000882-851.7939-854.2078,0,insertion,<ins>,<ins>,we,2
n000345-fn000882-851.7939-854.2078,1,insertion,<ins>,<ins>,hebben,6
n000345-fn000882-851.7939-854.2078,2,substitution,verjaardag,10,daar,4
n000345-fn000882-851.7939-854.2078,3,substitution,vieren,6,vier,4
n000345-fn000882-87.3636-88.9452,2,insertion,<ins>,<ins>,eh,2
n000345-fn000882-881.1006-882.2664,0,substitution,overal,6,overall,7
n000345-fn000882-886.4814-888.1273,0,substitution,hoef,4,hoeft,5
n000345-fn000882-886.4814-888.1273,2,substitution,de,2,te,2
n000345-fn000882-888.1273-889.1210,1,substitution,balon,5,ballon,6
n000345-fn000882-89.4309-90.2603,0,substitution,warm,4,waarom,6
n000345-fn000882-916.8921-918.2493,0,insertion,<ins>,<ins>,a,1
n000345-fn000882-916.8921-918.2493,1,substitution,kleding,7,clothing,8
n000345-fn000882-925.9599-927.6738,2,insertion,<ins>,<ins>,de,2
n000345-fn000882-927.6738-929.5681,1,insertion,<ins>,<ins>,met,3
n000345-fn000882-927.6738-929.5681,2,substitution,mit,3,eh,2
n000345-fn000882-929.5681-932.0404,0,substitution,fiesch,6,vis,3
n000345-fn000882-980.6083-981.6798,1,substitution,could,5,goed,4
n000345-fn000882-996.2815-997.4795,0,deletion,graag,5,<del>,<del>
n000345-fn000882-996.2815-997.4795,1,deletion,geda,4,<del>,<del>
n000345-fn000882-996.2815-997.4795,2,substitution,an,2,kraakwater,10
n000346-fn000884-119.1157-120.6443,0,insertion,<ins>,<ins>,ik,2
n000346-fn000884-119.1157-120.6443,1,substitution,wil,3,moet,4
n000346-fn000884-119.1157-120.6443,3,substitution,meteen,6,bedanken,8
n000346-fn000884-119.1157-120.6443,4,substitution,naar,4,dat,3
n000346-fn000884-119.1157-120.6443,5,substitution,de,2,is,2
n000346-fn000884-119.1157-120.6443,6,substitution,stad,4,dat,3
n000346-fn000884-122.8994-124.6273,0,insertion,<ins>,<ins>,ik,2
n000346-fn000884-122.8994-124.6273,1,substitution,onderweg,8,ben,3
n000346-fn000884-122.8994-124.6273,3,insertion,<ins>,<ins>,niet,4
n000346-fn000884-122.8994-124.6273,4,substitution,iets,4,aan,3
n000346-fn000884-122.8994-124.6273,5,substitution,anders,6,het,3
n000346-fn000884-122.8994-124.6273,6,substitution,zien,4,lezen,5
n000346-fn000884-137.7084-139.2911,0,substitution,waar,4,wat,3
n000346-fn000884-137.7084-139.2911,1,substitution,wil,3,is,2
n000346-fn000884-137.7084-139.2911,2,substitution,slapen,6,dat,3
n000346-fn000884-139.9114-141.6082,0,insertion,<ins>,<ins>,in,2
n000346-fn000884-139.9114-141.6082,1,substitution,een,3,de,2
n000346-fn000884-170.1907-172.1122,0,deletion,wil,3,<del>,<del>
n000346-fn000884-170.1907-172.1122,1,substitution,jij,3,nee,3
n000346-fn000884-170.1907-172.1122,2,substitution,namen,5,nou,3
n000346-fn000884-179.7071-181.7754,0,deletion,ze,2,<del>,<del>
n000346-fn000884-179.7071-181.7754,2,substitution,liever,6,even,4
n000346-fn000884-179.7071-181.7754,4,substitution,bekijken,8,kijken,6
n000346-fn000884-188.2385-190.7615,3,deletion,de,2,<del>,<del>
n000346-fn000884-188.2385-190.7615,4,substitution,stad,4,staat,5
n000346-fn000884-188.2385-190.7615,5,substitution,kij,3,te,2
n000346-fn000884-188.2385-190.7615,6,substitution,b,1,kijken,6
n000346-fn000884-202.0232-204.2340,3,deletion,k,1,<del>,<del>
n000346-fn000884-204.2340-205.7816,0,substitution,stad,4,staat,5
n000346-fn000884-229.1688-231.9837,4,deletion,is,2,<del>,<del>
n000346-fn000884-229.1688-231.9837,5,deletion,dat,3,<del>,<del>
n000346-fn000884-229.1688-231.9837,6,deletion,kij,3,<del>,<del>
n000346-fn000884-246.6535-248.3633,0,substitution,het,3,ik,2
n000346-fn000884-246.6535-248.3633,1,substitution,lief,4,leef,4
n000346-fn000884-246.6535-248.3633,3,substitution,herfst,6,herres,6
n000346-fn000884-25.1938-26.7667,3,substitution,londen,6,london,6
n000346-fn000884-256.4966-257.9380,1,insertion,<ins>,<ins>,dat,3
n000346-fn000884-256.4966-257.9380,2,substitution,da's,4,is,2
n000346-fn000884-260.0793-261.3181,2,substitution,over,4,om,2
n000346-fn000884-263.9712-266.1208,0,deletion,weet,4,<del>,<del>
n000346-fn000884-263.9712-266.1208,1,substitution,je,2,wie,3
n000346-fn000884-263.9712-266.1208,2,substitution,iets,4,is,2
n000346-fn000884-263.9712-266.1208,3,substitution,over,4,jerry's,7
n000346-fn000884-263.9712-266.1208,4,substitution,het,3,altijd,6
n000346-fn000884-286.2873-288.6141,0,insertion,<ins>,<ins>,planten,7
n000346-fn000884-286.2873-288.6141,1,insertion,<ins>,<ins>,spullen,7
n000346-fn000884-286.2873-288.6141,2,insertion,<ins>,<ins>,mee,3
n000346-fn000884-286.2873-288.6141,3,insertion,<ins>,<ins>,te,2
n000346-fn000884-286.2873-288.6141,4,substitution,su,2,nemen,5
n000346-fn000884-295.8416-297.2998,2,insertion,<ins>,<ins>,het,3
n000346-fn000884-331.2630-333.6925,0,insertion,<ins>,<ins>,ik,2
n000346-fn000884-331.2630-333.6925,1,substitution,ikke,4,heb,3
n000346-fn000884-345.5393-346.6137,0,insertion,<ins>,<ins>,die,3
n000346-fn000884-345.5393-346.6137,1,substitution,niemand,7,man,3
n000346-fn000884-351.4434-353.5144,0,insertion,<ins>,<ins>,hoe,3
n000346-fn000884-351.4434-353.5144,1,insertion,<ins>,<ins>,kunt,4
n000346-fn000884-351.4434-353.5144,2,insertion,<ins>,<ins>,u,1
n000346-fn000884-351.4434-353.5144,3,insertion,<ins>,<ins>,deze,4
n000346-fn000884-351.4434-353.5144,4,insertion,<ins>,<ins>,groeten,7
n000346-fn000884-359.3549-360.6307,0,substitution,liever,6,lieve,5
n000346-fn000884-372.3378-374.0945,0,deletion,kunt,4,<del>,<del>
n000346-fn000884-372.3378-374.0945,1,deletion,nu,2,<del>,<del>
n000346-fn000884-372.3378-374.0945,2,deletion,vijf,4,<del>,<del>
n000346-fn000884-372.3378-374.0945,3,deletion,eur,3,<del>,<del>
n000346-fn000884-372.3378-374.0945,4,deletion,als,3,<del>,<del>
n000346-fn000884-372.3378-374.0945,5,substitution,je,2,goedemorgen,11
n000346-fn000884-372.3378-374.0945,6,substitution,k,1,alsjeblieft,11
n000346-fn000884-380.4352-383.1091,0,deletion,kunt,4,<del>,<del>
n000346-fn000884-380.4352-383.1091,1,deletion,noemen,6,<del>,<del>
n000346-fn000884-380.4352-383.1091,2,substitution,in,2,het,3
n000346-fn000884-380.4352-383.1091,3,substitution,de,2,is,2
n000346-fn000884-380.4352-383.1091,4,substitution,stad,4,toch,4
n000346-fn000884-380.4352-383.1091,5,substitution,van,3,voor,4
n000346-fn000884-380.4352-383.1091,7,substitution,keuze,5,kousen,6
n000346-fn000884-401.1959-403.4874,0,substitution,londen,6,london,6
n000346-fn000884-413.7322-415.1579,0,substitution,londen,6,london,6
n000346-fn000884-42.5743-45.3977,2,substitution,l,1,het,3
n000346-fn000884-42.5743-45.3977,3,substitution,londen,6,land,4
n000346-fn000884-42.5743-45.3977,5,deletion,mooi,4,<del>,<del>
n000346-fn000884-42.5743-45.3977,6,substitution,l,1,mooier,6
n000346-fn000884-426.3958-427.8000,3,substitution,nou,3,dan,3
n000346-fn000884-438.2728-439.6820,0,deletion,even,4,<del>,<del>
n000346-fn000884-446.1904-447.3842,3,deletion,het,3,<del>,<del>
n000346-fn000884-45.3977-46.4166,0,insertion,<ins>,<ins>,hoe,3
n000346-fn000884-45.3977-46.4166,1,substitution,mooie,5,is,2
n000346-fn000884-45.3977-46.4166,2,substitution,stad,4,dat,3
n000346-fn000884-458.6878-461.6365,0,substitution,je,2,u,1
n000346-fn000884-458.6878-461.6365,2,insertion,<ins>,<ins>,dan,3
n000346-fn000884-506.6468-508.2083,2,substitution,eerst,5,eens,4
n000346-fn000884-510.2104-511.5996,1,substitution,dan,3,de,2
n000346-fn000884-517.6437-520.0816,0,insertion,<ins>,<ins>,wat,3
n000346-fn000884-517.6437-520.0816,1,insertion,<ins>,<ins>,doet,4
n000346-fn000884-517.6437-520.0816,2,insertion,<ins>,<ins>,u,1
n000346-fn000884-517.6437-520.0816,3,insertion,<ins>,<ins>,nog,3
n000346-fn000884-517.6437-520.0816,4,insertion,<ins>,<ins>,meer,4
n000346-fn000884-517.6437-520.0816,5,insertion,<ins>,<ins>,in,2
n000346-fn000884-517.6437-520.0816,6,insertion,<ins>,<ins>,uw,2
n000346-fn000884-517.6437-520.0816,7,substitution,doe,3,vrije,5
n000346-fn000884-517.6437-520.0816,8,substitution,je,2,tijd,4
n000346-fn000884-521.7776-522.6644,0,insertion,<ins>,<ins>,een,3
n000346-fn000884-534.5976-535.7974,0,substitution,lezen,5,lezer,5
n000346-fn000884-553.6746-554.9554,0,substitution,hobby,5,op,2
n000346-fn000884-553.6746-554.9554,1,substitution,wil,3,je,2
n000346-fn000884-553.6746-554.9554,2,substitution,ik,2,baby,4
n000346-fn000884-560.7157-561.8779,0,substitution,lezen,5,lezer,5
n000346-fn000884-569.4946-570.9943,0,deletion,een,3,<del>,<del>
n000346-fn000884-569.4946-570.9943,1,substitution,bruiloft,8,brauwroef,9
n000346-fn000884-582.0908-584.6567,0,insertion,<ins>,<ins>,eh,2
n000346-fn000884-582.0908-584.6567,1,insertion,<ins>,<ins>,via,3
n000346-fn000884-582.0908-584.6567,2,substitution,een,3,de,2
n000346-fn000884-582.0908-584.6567,3,substitution,verjaardagfeest,15,feest,5
n000346-fn000884-588.6916-590.1072,0,insertion,<ins>,<ins>,hoe,3
n000346-fn000884-588.6916-590.1072,3,insertion,<ins>,<ins>,de,2
n000346-fn000884-588.6916-590.1072,5,insertion,<ins>,<ins>,dan,3
n000346-fn000884-595.4147-598.0978,2,deletion,u,1,<del>,<del>
n000346-fn000884-595.4147-598.0978,3,deletion,de,2,<del>,<del>
n000346-fn000884-595.4147-598.0978,4,substitution,de,2,het,3
n000346-fn000884-595.4147-598.0978,5,substitution,zaal,4,met,3
n000346-fn000884-595.4147-598.0978,6,substitution,versieren,9,je,2
n000346-fn000884-603.4033-606.3677,1,substitution,liever,6,leef,4
n000346-fn000884-618.5034-621.1782,0,deletion,wat,3,<del>,<del>
n000346-fn000884-618.5034-621.1782,1,deletion,voor,4,<del>,<del>
n000346-fn000884-618.5034-621.1782,2,deletion,cadeau,6,<del>,<del>
n000346-fn000884-618.5034-621.1782,3,deletion,wil,3,<del>,<del>
n000346-fn000884-618.5034-621.1782,4,substitution,ik,2,een,3
n000346-fn000884-618.5034-621.1782,5,substitution,graag,5,avocat,6
n000346-fn000884-62.8095-65.2091,4,insertion,<ins>,<ins>,een,3
n000346-fn000884-621.1782-622.5190,0,deletion,als,3,<del>,<del>
n000346-fn000884-631.3191-632.4813,0,insertion,<ins>,<ins>,wel,3
n000346-fn000884-631.3191-632.4813,1,substitution,welke,5,goed,4
n000346-fn000884-81.4013-84.3810,1,deletion,in,2,<del>,<del>
n000346-fn000884-81.4013-84.3810,2,deletion,deze,4,<del>,<del>
n000346-fn000884-81.4013-84.3810,3,substitution,stad,4,is,2
n000346-fn000884-81.4013-84.3810,5,deletion,ik,2,<del>,<del>
n000346-fn000884-81.4013-84.3810,6,deletion,iets,4,<del>,<del>
n000346-fn000884-81.4013-84.3810,7,deletion,laten,5,<del>,<del>
n000346-fn000884-81.4013-84.3810,8,deletion,zien,4,<del>,<del>
n000347-fn000886-126.4116-127.9639,0,substitution,liever,6,lever,5
n000347-fn000886-169.5979-170.5593,0,substitution,reisgist,8,reisgids,8
n000347-fn000886-184.6410-185.9936,0,deletion,reis,4,<del>,<del>
n000347-fn000886-184.6410-185.9936,1,substitution,gids,4,reisgids,8
n000347-fn000886-205.0914-205.9128,0,substitution,mooier,6,moer,4
n000347-fn000886-249.7478-251.2262,0,substitution,weer,4,hier,4
n000347-fn000886-249.7478-251.2262,2,deletion,'t,2,<del>,<del>
n000347-fn000886-249.7478-251.2262,3,substitution,weer,4,daar,4
n000347-fn000886-269.2079-270.4437,2,substitution,wil,3,willen,6
n000347-fn000886-280.6833-281.7166,1,insertion,<ins>,<ins>,weet,4
n000347-fn000886-280.6833-281.7166,2,substitution,wetet,5,het,3
n000347-fn000886-302.7829-304.0104,1,deletion,met,3,<del>,<del>
n000347-fn000886-371.1298-373.3230,7,insertion,<ins>,<ins>,daar,4
n000347-fn000886-371.1298-373.3230,8,substitution,daarmee,7,maar,4
n000347-fn000886-426.9331-427.9606,0,substitution,je,2,ik,2
n000347-fn000886-426.9331-427.9606,1,substitution,gaat,4,ga,2
n000347-fn000886-48.3942-50.4405,2,deletion,ook,3,<del>,<del>
n000347-fn000886-48.3942-50.4405,3,substitution,nieuw,5,opnieuw,7
n000347-fn000886-486.6121-487.3598,0,substitution,fietsen,7,zitten,6
n000347-fn000886-538.7994-539.8021,0,substitution,hengelij,8,hengeline,9
n000347-fn000886-566.5636-567.8421,1,insertion,<ins>,<ins>,het,3
n000347-fn000886-66.0015-67.1972,1,substitution,stad,4,staat,5
n000347-fn000886-66.0015-67.1972,2,substitution,its,3,iets,4
n000347-fn000886-89.4113-91.5235,5,deletion,stad,4,<del>,<del>
n000347-fn000886-89.4113-91.5235,6,substitution,is,2,status,6
n000348-fn000888-101.2628-103.9536,0,substitution,wilt,4,ik,2
n000348-fn000888-101.2628-103.9536,1,substitution,u,1,doe,3
n000348-fn000888-101.2628-103.9536,2,substitution,meteen,6,ding,4
n000348-fn000888-135.2226-136.8361,0,insertion,<ins>,<ins>,als,3
n000348-fn000888-135.2226-136.8361,3,substitution,dit,3,het,3
n000348-fn000888-136.8361-138.9105,0,insertion,<ins>,<ins>,moet,4
n000348-fn000888-136.8361-138.9105,1,substitution,moeten,6,mij,3
n000348-fn000888-136.8361-138.9105,2,substitution,wij,3,wel,3
n000348-fn000888-136.8361-138.9105,3,substitution,maaltijden,10,tijd,4
n000348-fn000888-150.1929-151.2821,1,deletion,l,1,<del>,<del>
n000348-fn000888-173.5455-176.0539,2,insertion,<ins>,<ins>,in,2
n000348-fn000888-173.5455-176.0539,3,substitution,één,3,een,3
n000348-fn000888-191.7779-194.1971,4,substitution,kij,3,kijken,6
n000348-fn000888-209.1759-209.9585,0,substitution,gemist,6,gemiest,7
n000348-fn000888-213.8386-215.6803,1,substitution,alsteblieft,11,alstublieft,11
n000348-fn000888-229.1612-230.5981,2,substitution,he,2,heb,3
n000348-fn000888-230.5981-233.2571,3,substitution,gebruiken,9,gebroken,8
n000348-fn000888-234.2153-235.4667,0,deletion,postcode,8,<del>,<del>
n000348-fn000888-234.2153-235.4667,1,substitution,kaart,5,postcodekaart,13
n000348-fn000888-276.7454-278.7799,0,substitution,turkij,6,turkije,7
n000348-fn000888-280.4245-281.5935,2,insertion,<ins>,<ins>,weet,4
n000348-fn000888-280.4245-281.5935,3,substitution,weten,5,het,3
n000348-fn000888-299.0208-300.7566,2,deletion,nij,3,<del>,<del>
n000348-fn000888-299.0208-300.7566,3,substitution,m'n,3,mijn,4
n000348-fn000888-341.5066-343.9238,1,substitution,mij,3,mijn,4
n000348-fn000888-358.9788-359.7397,1,insertion,<ins>,<ins>,in,2
n000348-fn000888-358.9788-359.7397,2,insertion,<ins>,<ins>,de,2
n000348-fn000888-358.9788-359.7397,3,substitution,iedereen,8,ring,4
n000348-fn000888-391.8292-394.1319,0,deletion,kunt,4,<del>,<del>
n000348-fn000888-391.8292-394.1319,1,substitution,bekend,6,kent,4
n000348-fn000888-391.8292-394.1319,2,substitution,monument,8,kent,4
n000348-fn000888-427.4279-429.4667,0,insertion,<ins>,<ins>,en,2
n000348-fn000888-427.4279-429.4667,1,substitution,u,1,je,2
n000348-fn000888-434.6744-436.1148,0,substitution,shampon,7,shampoo,7
n000348-fn000888-434.6744-436.1148,1,substitution,gekocht,7,kort,4
n000348-fn000888-543.0009-545.2244,1,substitution,twee,4,tien,4
n000348-fn000888-570.9317-573.2246,0,insertion,<ins>,<ins>,ik,2
n000348-fn000888-570.9317-573.2246,1,substitution,feest,5,wist,4
n000348-fn000888-570.9317-573.2246,2,substitution,was,3,wat,3
n000348-fn000888-570.9317-573.2246,3,substitution,u,1,de,2
n000348-fn000888-570.9317-573.2246,4,substitution,het,3,helft,5
n000348-fn000888-570.9317-573.2246,5,substitution,laatst,6,was,3
n000348-fn000888-592.1320-593.1711,1,insertion,<ins>,<ins>,vier,4
n000348-fn000888-592.1320-593.1711,2,substitution,verjaardag,10,dag,3
n000348-fn000888-617.4680-618.7254,0,insertion,<ins>,<ins>,vieskop,7
n000348-fn000888-617.4680-618.7254,1,substitution,bioscoopbon,11,bon,3
n000348-fn000888-62.2648-63.2002,0,substitution,ander,5,andere,6
n000348-fn000888-62.2648-63.2002,2,substitution,geef,4,geven,5
n000349-fn000890-0.2238-1.9646,1,substitution,praten,6,praat,5
n000349-fn000890-121.5823-122.6537,1,substitution,vlug,4,vloekt,6
n000349-fn000890-121.5823-122.6537,2,substitution,d'r,3,er,2
n000349-fn000890-121.5823-122.6537,3,substitution,heen,4,in,2
n000349-fn000890-128.1708-129.7108,0,deletion,nee,3,<del>,<del>
n000349-fn000890-128.1708-129.7108,1,deletion,moet,4,<del>,<del>
n000349-fn000890-128.1708-129.7108,2,substitution,je,2,hey,3
n000349-fn000890-128.1708-129.7108,3,substitution,met,3,jeetje,6
n000349-fn000890-135.7621-137.0745,2,deletion,huis,4,<del>,<del>
n000349-fn000890-135.7621-137.0745,3,substitution,ja,2,huisje,6
n000349-fn000890-150.9971-153.5528,1,deletion,heef,4,<del>,<del>
n000349-fn000890-150.9971-153.5528,2,deletion,ik,2,<del>,<del>
n000349-fn000890-150.9971-153.5528,3,deletion,we,2,<del>,<del>
n000349-fn000890-150.9971-153.5528,6,substitution,oe,2,doen,4
n000349-fn000890-153.5528-156.4098,0,insertion,<ins>,<ins>,kop,3
n000349-fn000890-153.5528-156.4098,1,substitution,kopen,5,in,2
n000349-fn000890-153.5528-156.4098,2,substitution,maar,4,mijn,4
n000349-fn000890-153.5528-156.4098,5,substitution,m,1,en,2
n000349-fn000890-153.5528-156.4098,6,substitution,de,2,dan,3
n000349-fn000890-153.5528-156.4098,7,substitution,maaltijd,8,altijd,6
n000349-fn000890-164.6442-165.9990,0,substitution,ikke,4,die,3
n000349-fn000890-164.6442-165.9990,1,substitution,ga,2,daar,4
n000349-fn000890-167.1286-169.0112,0,substitution,wonen,5,bonnen,6
n000349-fn000890-167.1286-169.0112,2,substitution,een,3,in,2
n000349-fn000890-170.7377-172.9736,0,deletion,ik,2,<del>,<del>
n000349-fn000890-170.7377-172.9736,1,deletion,heb,3,<del>,<del>
n000349-fn000890-170.7377-172.9736,2,deletion,'k,2,<del>,<del>
n000349-fn000890-170.7377-172.9736,3,deletion,heb,3,<del>,<del>
n000349-fn000890-170.7377-172.9736,4,deletion,geen,4,<del>,<del>
n000349-fn000890-170.7377-172.9736,6,deletion,nodig,5,<del>,<del>
n000349-fn000890-170.7377-172.9736,7,deletion,daar,4,<del>,<del>
n000349-fn000890-185.7019-187.6793,5,deletion,de,2,<del>,<del>
n000349-fn000890-187.6793-188.9873,0,insertion,<ins>,<ins>,staat,5
n000349-fn000890-187.6793-188.9873,1,substitution,stad,4,bij,3
n000349-fn000890-187.6793-188.9873,2,substitution,bekijken,8,kijken,6
n000349-fn000890-202.9696-204.8639,1,deletion,ikke,4,<del>,<del>
n000349-fn000890-202.9696-204.8639,2,deletion,ikke,4,<del>,<del>
n000349-fn000890-202.9696-204.8639,3,deletion,zei,3,<del>,<del>
n000349-fn000890-202.9696-204.8639,4,substitution,de,2,vind,4
n000349-fn000890-202.9696-204.8639,5,substitution,de,2,het,3
n000349-fn000890-202.9696-204.8639,6,substitution,de,2,niet,4
n000349-fn000890-204.8639-206.0440,0,substitution,ik,2,zeg,3
n000349-fn000890-204.8639-206.0440,1,substitution,vergeet,7,het,3
n000349-fn000890-204.8639-206.0440,3,substitution,vraag,5,vrouw,5
n000349-fn000890-208.8558-210.2998,0,substitution,kunt,4,kan,3
n000349-fn000890-208.8558-210.2998,1,substitution,u,1,je,2
n000349-fn000890-208.8558-210.2998,3,substitution,één,3,een,3
n000349-fn000890-217.1765-218.1005,0,deletion,ach,3,<del>,<del>
n000349-fn000890-217.1765-218.1005,1,substitution,ja,2,verschillende,13
n000349-fn000890-224.8971-226.4809,0,insertion,<ins>,<ins>,de,2
n000349-fn000890-224.8971-226.4809,1,substitution,reist,5,laatste,7
n000349-fn000890-235.6199-237.1881,0,deletion,gro,3,<del>,<del>
n000349-fn000890-237.1881-239.2909,0,insertion,<ins>,<ins>,dat,3
n000349-fn000890-237.1881-239.2909,1,insertion,<ins>,<ins>,is,2
n000349-fn000890-237.1881-239.2909,2,substitution,plattegrond,11,goed,4
n000349-fn000890-237.1881-239.2909,3,substitution,die,3,dit,3
n000349-fn000890-237.1881-239.2909,4,substitution,'s,2,is,2
n000349-fn000890-243.8249-245.1603,1,deletion,i,1,<del>,<del>
n000349-fn000890-245.1603-246.4207,1,deletion,dan,3,<del>,<del>
n000349-fn000890-245.1603-246.4207,2,substitution,de,2,van,3
n000349-fn000890-248.7877-251.5205,5,substitution,gronde,6,grote,5
n000349-fn000890-251.5205-252.9025,1,insertion,<ins>,<ins>,zei,3
n000349-fn000890-251.5205-252.9025,2,substitution,vergeet,7,het,3
n000349-fn000890-253.2674-254.3503,1,deletion,plan,4,<del>,<del>
n000349-fn000890-253.2674-254.3503,2,substitution,ja,2,plannen,7
n000349-fn000890-256.1209-257.0521,0,deletion,van,3,<del>,<del>
n000349-fn000890-256.1209-257.0521,1,substitution,de,2,wanneer,7
n000349-fn000890-256.1209-257.0521,2,substitution,stad,4,staat,5
n000349-fn000890-261.1796-263.0119,1,deletion,in,2,<del>,<del>
n000349-fn000890-271.7818-273.1793,1,substitution,iets,4,het,3
n000349-fn000890-273.1793-274.3438,0,deletion,heel,4,<del>,<del>
n000349-fn000890-273.1793-274.3438,1,substitution,z,1,heles,5
n000349-fn000890-274.3438-276.2783,0,substitution,warm,4,vrouwen,7
n000349-fn000890-274.3438-276.2783,2,deletion,'s,2,<del>,<del>
n000349-fn000890-274.3438-276.2783,3,substitution,in,2,zien,4
n000349-fn000890-286.7964-288.2159,3,substitution,is,2,je,2
n000349-fn000890-286.7964-288.2159,4,substitution,hetzelfde,9,zelf,4
n000349-fn000890-288.2159-289.9174,4,substitution,zomer,5,zomaar,6
n000349-fn000890-30.5512-32.3214,2,deletion,wel,3,<del>,<del>
n000349-fn000890-30.5512-32.3214,3,substitution,na,2,naar,4
n000349-fn000890-30.5512-32.3214,4,substitution,londen,6,landen,6
n000349-fn000890-305.7660-307.6293,0,substitution,en,2,een,3
n000349-fn000890-307.6293-308.6075,0,substitution,ook,3,ok,2
n000349-fn000890-329.4809-331.5306,3,substitution,en,2,een,3
n000349-fn000890-329.4809-331.5306,4,substitution,verz,4,vers,4
n000349-fn000890-343.9732-345.1223,0,insertion,<ins>,<ins>,nee,3
n000349-fn000890-346.4576-347.6687,3,deletion,ja,2,<del>,<del>
n000349-fn000890-357.5120-359.2200,2,substitution,vreemd,6,vriend,6
n000349-fn000890-359.6241-361.5184,2,substitution,één,3,een,3
n000349-fn000890-363.6612-365.7418,0,deletion,daar,4,<del>,<del>
n000349-fn000890-363.6612-365.7418,1,substitution,in,2,daarin,6
n000349-fn000890-363.6612-365.7418,5,substitution,londen,6,london,6
n000349-fn000890-377.9903-379.2326,0,insertion,<ins>,<ins>,nee,3
n000349-fn000890-377.9903-379.2326,1,substitution,keine,5,niet,4
n000349-fn000890-377.9903-379.2326,2,substitution,mail,4,meer,4
n000349-fn000890-405.7114-407.8963,1,substitution,ik,2,oké,3
n000349-fn000890-405.7114-407.8963,2,substitution,ik,2,oké,3
n000349-fn000890-407.8963-409.9924,1,deletion,monu,4,<del>,<del>
n000349-fn000890-417.2765-419.7432,4,substitution,monument,8,monumenten,10
n000349-fn000890-421.3671-421.8684,0,substitution,'t,2,het,3
n000349-fn000890-421.3671-421.8684,1,substitution,i,1,is,2
n000349-fn000890-428.3237-430.5750,0,insertion,<ins>,<ins>,kan,3
n000349-fn000890-428.3237-430.5750,1,substitution,kunt,4,je,2
n000349-fn000890-428.3237-430.5750,2,substitution,u,1,een,3
n000349-fn000890-428.3237-430.5750,3,substitution,duidelijk,9,dagje,5
n000349-fn000890-430.9702-433.3854,1,substitution,'t,2,dit,3
n000349-fn000890-430.9702-433.3854,3,substitution,mij,3,mijn,4
n000349-fn000890-433.3854-435.2061,0,deletion,te,2,<del>,<del>
n000349-fn000890-433.3854-435.2061,4,deletion,ik,2,<del>,<del>
n000349-fn000890-433.3854-435.2061,5,deletion,weet,4,<del>,<del>
n000349-fn000890-443.7298-444.8522,1,deletion,krijgt,6,<del>,<del>
n000349-fn000890-443.7298-444.8522,2,substitution,nog,3,kregen,6
n000349-fn000890-453.2766-454.8604,4,deletion,weet,4,<del>,<del>
n000349-fn000890-453.2766-454.8604,5,deletion,waar,4,<del>,<del>
n000349-fn000890-453.2766-454.8604,6,deletion,een,3,<del>,<del>
n000349-fn000890-454.8604-456.9877,4,substitution,wanneer,7,van,3
n000349-fn000890-460.5399-462.2635,3,substitution,monumenten,10,monument,8
n000349-fn000890-481.1851-483.2081,2,substitution,weleens,7,weer,4
n000349-fn000890-481.1851-483.2081,3,substitution,dagje,5,eens,4
n000349-fn000890-484.8650-485.1839,0,substitution,ik,2,hey,3
n000349-fn000890-485.1839-486.7439,3,deletion,hier,4,<del>,<del>
n000349-fn000890-49.1530-50.5194,0,substitution,londen,6,lande,5
n000349-fn000890-49.1530-50.5194,1,substitution,mooie,5,in,2
n000349-fn000890-49.1530-50.5194,2,substitution,stad,4,moskou,6
n000349-fn000890-504.1748-505.4946,2,substitution,gaan,4,graag,5
n000349-fn000890-504.1748-505.4946,4,substitution,londen,6,landen,6
n000349-fn000890-52.5846-54.0111,0,substitution,vriendelijke,12,vriendelijk,11
n000349-fn000890-532.1438-533.3898,0,deletion,'k,2,<del>,<del>
n000349-fn000890-532.1438-533.3898,1,substitution,heb,3,cab,3
n000349-fn000890-532.1438-533.3898,2,substitution,familie,7,family,6
n000349-fn000890-533.3898-535.1910,0,substitution,en,2,een,3
n000349-fn000890-533.3898-535.1910,3,substitution,mij,3,mijn,4
n000349-fn000890-533.3898-535.1910,4,substitution,woont,5,ouders,6
n000349-fn000890-535.1910-536.5108,2,substitution,londen,6,london,6
n000349-fn000890-544.5574-547.0573,0,deletion,ja,2,<del>,<del>
n000349-fn000890-544.5574-547.0573,2,substitution,mij,3,my,2
n000349-fn000890-544.5574-547.0573,4,insertion,<ins>,<ins>,is,2
n000349-fn000890-552.3882-554.1789,0,deletion,ja,2,<del>,<del>
n000349-fn000890-567.6120-568.8186,1,deletion,lang,4,<del>,<del>
n000349-fn000890-567.6120-568.8186,2,substitution,of,2,laat,4
n000349-fn000890-570.0498-572.4398,0,insertion,<ins>,<ins>,drieënveertig,13
n000349-fn000890-570.0498-572.4398,1,substitution,drie,4,hij,3
n000349-fn000890-570.0498-572.4398,2,substitution,en,2,heeft,5
n000349-fn000890-570.0498-572.4398,3,substitution,veertig,7,je,2
